Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
Japan,1480411970,AUDIO,20201127,8,264000,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1480411970,"Remioromen - Sangatsu Kokonoka"
Japan,1522832465,AUDIO,20201127,11,214587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1522832465,"優里 - ピーターパン"
Japan,1522872646,AUDIO,20201127,9,161295,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1480412373,AUDIO,20201127,8,133677,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1480412373,"Remioromen - Konayuki"
Japan,1534620183,AUDIO,20201128,"8, 23",679146,NATURAL_END_OF_TRACK,ANDROID,3,1,false,1534620183,"Yuuri - Dried Flower"
Japan,1522871455,AUDIO,20201128,3,273133,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1522871455,"Yuuri - かくれんぼ(Acoustic ver.)"
Japan,1522872646,AUDIO,20201128,3,258888,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1441633535,AUDIO,20201129,"3, 8, 22, 23",954943,NATURAL_END_OF_TRACK,ANDROID,5,1,false,1441633535,"ONE OK ROCK - Stand Out Fit In"
Japan,1441633607,AUDIO,20201129,"6, 8, 22, 23",899092,NATURAL_END_OF_TRACK,ANDROID,4,1,false,1441633607,"ONE OK ROCK - Wasted Nights"
Japan,1441633612,AUDIO,20201129,"8, 22, 23",759468,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633612,"ONE OK ROCK - Worst in Me"
Japan,1441633609,AUDIO,20201129,"6, 8, 22, 23",751819,NATURAL_END_OF_TRACK,ANDROID,5,1,false,1441633609,"ONE OK ROCK - Change"
Japan,1441633613,AUDIO,20201129,"6, 8, 22, 23",695567,NATURAL_END_OF_TRACK,ANDROID,4,2,false,1441633613,"ONE OK ROCK - In the Stars (feat. Kiiara)"
Japan,1441633533,AUDIO,20201129,"3, 8, 23",625425,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633533,"ONE OK ROCK - Eye of the Storm"
Japan,1441633601,AUDIO,20201129,"3, 8, 22, 23",619521,NATURAL_END_OF_TRACK,ANDROID,3,1,false,1441633601,"ONE OK ROCK - Grow Old Die Young"
Japan,1499962852,AUDIO,20201129,2,543706,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1499962852,"Yuuri - かごめ"
Japan,1489118273,AUDIO,20201129,"0, 2",530660,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1489118273,"Yuuri - かくれんぼ"
Japan,572814202,AUDIO,20201129,"2, 7, 22",519432,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,3,1,false,572814202,"K - Only Human"
Japan,1441633620,AUDIO,20201129,"3, 22, 23",511041,NATURAL_END_OF_TRACK,ANDROID,3,1,false,1441633620,"ONE OK ROCK - The Last Time"
Japan,1480411970,AUDIO,20201129,"2, 7, 22",474114,TRACK_SKIPPED_FORWARDS,ANDROID,2,1,false,1480411970,"Remioromen - Sangatsu Kokonoka"
Japan,1299856914,AUDIO,20201129,7,459110,PLAYBACK_MANUALLY_PAUSED,ANDROID,3,1,false,1299856914,"Hugh Jackman & Zac Efron - The Other Side"
Japan,1522832465,AUDIO,20201129,"0, 2",429174,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1522832465,"優里 - ピーターパン"
Japan,1441633604,AUDIO,20201129,"22, 23",419734,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1441633604,"ONE OK ROCK - Push Back"
Japan,1441633538,AUDIO,20201129,"8, 22",414480,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1441633538,"ONE OK ROCK - Head High"
Japan,1441633610,AUDIO,20201129,"10, 22, 23",400506,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1441633610,"ONE OK ROCK - Letting Go"
Japan,1441633619,AUDIO,20201129,"8, 22, 23",399786,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1441633619,"ONE OK ROCK - Can't Wait"
Japan,1480412373,AUDIO,20201129,"2, 7, 22",361727,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,1,false,1480412373,"Remioromen - Konayuki"
Japan,1441633617,AUDIO,20201129,"8, 22, 23",359097,NATURAL_END_OF_TRACK,ANDROID,3,1,false,1441633617,"ONE OK ROCK - Giants"
Japan,1534620183,AUDIO,20201129,2,285587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1534620183,"Yuuri - Dried Flower"
Japan,1514333780,AUDIO,20201129,3,279774,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1514333780,"HIRAIDAI - 祈り花 2020"
Japan,1522871455,AUDIO,20201129,2,273133,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1522871455,"Yuuri - かくれんぼ(Acoustic ver.)"
Japan,1522872646,AUDIO,20201129,2,266413,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1432309979,AUDIO,20201129,3,259127,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1432309979,"THE ZOOT16 & 渡辺俊美 - Lookin' 4"
Japan,985977425,AUDIO,20201129,3,255027,NATURAL_END_OF_TRACK,ANDROID,1,0,false,985977425,"HIRAIDAI - また逢う日まで"
Japan,985976839,AUDIO,20201129,3,215120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,985976839,"HIRAIDAI - Slow & Easy"
Japan,1519145204,AUDIO,20201129,3,207547,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1519145204,"HIRAIDAI - 僕が君に出来ること"
Japan,1299856911,AUDIO,20201129,7,199010,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1299856911,"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya & The Greatest Showman Ensemble - Come Alive"
Japan,1529408164,AUDIO,20201129,3,193013,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1529408164,"HIRAIDAI - Stand by me, Stand by you."
Japan,1299856916,AUDIO,20201129,7,153434,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1299856916,"Keala Settle & The Greatest Showman Ensemble - This Is Me"
Japan,984442915,AUDIO,20201129,10,94904,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,984442915,"SEKAI NO OWARI - RPG"
Japan,1299856915,AUDIO,20201129,7,87029,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1299856915,"Loren Allred - Never Enough"
Japan,1299856920,AUDIO,20201129,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1299856920,"Loren Allred - Never Enough (Reprise)"
Japan,1299856905,AUDIO,20201129,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1299856905,"Ziv Zaifman, Hugh Jackman & Michelle Williams - A Million Dreams"
Japan,1299856904,AUDIO,20201129,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1299856904,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble - The Greatest Show"
Japan,1299857585,AUDIO,20201129,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1299857585,"Hugh Jackman & The Greatest Showman Ensemble - From Now On"
Japan,1299856919,AUDIO,20201129,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1299856919,"Michelle Williams - Tightrope"
Japan,1441633604,AUDIO,20201130,"0, 1, 2, 3",1049335,NATURAL_END_OF_TRACK,ANDROID,5,0,false,1441633604,"ONE OK ROCK - Push Back"
Japan,1441633538,AUDIO,20201130,"0, 1, 2",1036200,NATURAL_END_OF_TRACK,ANDROID,5,0,false,1441633538,"ONE OK ROCK - Head High"
Japan,1441633619,AUDIO,20201130,"0, 1, 2, 3",999465,NATURAL_END_OF_TRACK,ANDROID,5,0,false,1441633619,"ONE OK ROCK - Can't Wait"
Japan,1441633610,AUDIO,20201130,"0, 1, 2, 3",939084,PLAYBACK_MANUALLY_PAUSED,ANDROID,5,0,false,1441633610,"ONE OK ROCK - Letting Go"
Japan,1441633607,AUDIO,20201130,"0, 1, 2",899092,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633607,"ONE OK ROCK - Wasted Nights"
Japan,1441633535,AUDIO,20201130,"0, 1, 2",858188,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633535,"ONE OK ROCK - Stand Out Fit In"
Japan,1441633620,AUDIO,20201130,"0, 1, 2",851735,NATURAL_END_OF_TRACK,ANDROID,5,0,false,1441633620,"ONE OK ROCK - The Last Time"
Japan,1441633601,AUDIO,20201130,"0, 1, 2",826028,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633601,"ONE OK ROCK - Grow Old Die Young"
Japan,1441633617,AUDIO,20201130,"0, 1, 2",817935,NATURAL_END_OF_TRACK,ANDROID,5,0,false,1441633617,"ONE OK ROCK - Giants"
Japan,1441633613,AUDIO,20201130,"0, 1, 2",816052,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633613,"ONE OK ROCK - In the Stars (feat. Kiiara)"
Japan,1441633612,AUDIO,20201130,"0, 1, 2",759468,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633612,"ONE OK ROCK - Worst in Me"
Japan,1480412373,AUDIO,20201130,"10, 11",752392,PLAYBACK_MANUALLY_PAUSED,ANDROID,3,0,false,1480412373,"Remioromen - Konayuki"
Japan,1441633533,AUDIO,20201130,"0, 1, 2",734348,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633533,"ONE OK ROCK - Eye of the Storm"
Japan,1441633609,AUDIO,20201130,"0, 1, 2",707788,NATURAL_END_OF_TRACK,ANDROID,4,0,false,1441633609,"ONE OK ROCK - Change"
Japan,572814202,AUDIO,20201130,11,690986,NATURAL_END_OF_TRACK,ANDROID,2,0,false,572814202,"K - Only Human"
Japan,1480411970,AUDIO,20201130,11,528000,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1480411970,"Remioromen - Sangatsu Kokonoka"
Japan,1480412373,AUDIO,20201201,"9, 11, 22",517293,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,2,false,1480412373,"Remioromen - Konayuki"
Japan,1480411970,AUDIO,20201201,11,411629,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1480411970,"Remioromen - Sangatsu Kokonoka"
Japan,1441633610,AUDIO,20201201,22,200253,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633610,"ONE OK ROCK - Letting Go"
Japan,1432309979,AUDIO,20201201,10,182413,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1432309979,"THE ZOOT16 & 渡辺俊美 - Lookin' 4"
Japan,1441633609,AUDIO,20201201,22,176947,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633609,"ONE OK ROCK - Change"
Japan,1441633617,AUDIO,20201201,22,163587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633617,"ONE OK ROCK - Giants"
Japan,1527296970,AUDIO,20201201,10,157165,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1527296970,"Masaki Suda & Tomoya Nakamura - Thank You Kamisama"
Japan,572814202,AUDIO,20201202,"6, 7",690986,NATURAL_END_OF_TRACK,ANDROID,2,0,false,572814202,"K - Only Human"
Japan,1480412373,AUDIO,20201202,"7, 12",687129,PLAYBACK_MANUALLY_PAUSED,ANDROID,3,1,false,1480412373,"Remioromen - Konayuki"
Japan,1489118273,AUDIO,20201202,"7, 22",400228,PLAYBACK_MANUALLY_PAUSED,ANDROID,2,0,false,1489118273,"Yuuri - かくれんぼ"
Japan,1534620183,AUDIO,20201202,22,285587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1534620183,"Yuuri - Dried Flower"
Japan,1480411970,AUDIO,20201202,7,264000,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1480411970,"Remioromen - Sangatsu Kokonoka"
Japan,1432309979,AUDIO,20201202,11,52686,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1432309979,"THE ZOOT16 & 渡辺俊美 - Lookin' 4"
Japan,1489118273,AUDIO,20201203,11,271102,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1489118273,"Yuuri - かくれんぼ"
Japan,1522872646,AUDIO,20201203,11,37977,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1451577755,AUDIO,20201204,"7, 12",539101,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,2,1,false,1451577755,"back number - Christmas Song"
Japan,1451577752,AUDIO,20201204,7,293907,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1451577752,"back number - Takaneno Hanakosan"
Japan,1451570361,AUDIO,20201204,8,286760,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1451570361,"back number - Bokuwa Kiminokotoga Sukidakedo Kimiwa Bokuo Betsuni Sukijyanaimitai"
Japan,1451577753,AUDIO,20201204,7,286253,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1451577753,"back number - Hanataba"
Japan,1534620183,AUDIO,20201204,7,285587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1534620183,"Yuuri - Dried Flower"
Japan,1522871455,AUDIO,20201204,7,273133,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1522871455,"Yuuri - かくれんぼ(Acoustic ver.)"
Japan,1499962852,AUDIO,20201204,7,271853,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1499962852,"Yuuri - かごめ"
Japan,1489118273,AUDIO,20201204,7,271093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1489118273,"Yuuri - かくれんぼ"
Japan,1522872646,AUDIO,20201204,7,266413,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1173406690,AUDIO,20201204,6,263854,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406690,"ONE OK ROCK - Bombs away"
Japan,1456063581,AUDIO,20201204,7,258333,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1456063581,"back number - Happy Birthday"
Japan,1173406694,AUDIO,20201204,6,255485,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406694,"ONE OK ROCK - We are"
Japan,1456063424,AUDIO,20201204,9,254440,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1456063424,"back number - Old Fashion"
Japan,1173406716,AUDIO,20201204,6,245997,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406716,"ONE OK ROCK - Bon Voyage"
Japan,1173406718,AUDIO,20201204,6,244150,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406718,"ONE OK ROCK - Take what you want (feat. 5 Seconds of Summer)"
Japan,1173406707,AUDIO,20201204,6,238826,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406707,"ONE OK ROCK - I was King"
Japan,1446781794,AUDIO,20201204,13,238093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1446781794,"aimyon - Let the Night"
Japan,1173406710,AUDIO,20201204,6,218992,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406710,"ONE OK ROCK - Listen (feat. Avril Lavigne)"
Japan,1173406713,AUDIO,20201204,6,216970,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406713,"ONE OK ROCK - One Way Ticket"
Japan,1173406693,AUDIO,20201204,6,216662,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406693,"ONE OK ROCK - Taking Off"
Japan,985976839,AUDIO,20201204,7,215120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,985976839,"HIRAIDAI - Slow & Easy"
Japan,1522832465,AUDIO,20201204,7,214587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1522832465,"優里 - ピーターパン"
Japan,1173406696,AUDIO,20201204,6,211740,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406696,"ONE OK ROCK - Always coming back"
Japan,1456063585,AUDIO,20201204,"7, 12",211213,NATURAL_END_OF_TRACK,ANDROID,1,1,false,1456063585,"back number - Dai Fuseikai"
Japan,1173406699,AUDIO,20201204,5,203456,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406699,"ONE OK ROCK - Bedroom Warfare"
Japan,1441633619,AUDIO,20201204,5,199893,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633619,"ONE OK ROCK - Can't Wait"
Japan,1173406695,AUDIO,20201204,6,199221,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406695,"ONE OK ROCK - 20/20"
Japan,1173406717,AUDIO,20201204,6,194264,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406717,"ONE OK ROCK - Start Again"
Japan,1173406704,AUDIO,20201204,6,172139,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406704,"ONE OK ROCK - Lost in Tonight"
Japan,1441633617,AUDIO,20201204,5,163587,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633617,"ONE OK ROCK - Giants"
Japan,985977425,AUDIO,20201204,7,154856,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,985977425,"HIRAIDAI - また逢う日まで"
Japan,1456063313,AUDIO,20201204,7,118936,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1456063313,"back number - Mabataki"
Japan,1173406687,AUDIO,20201204,6,83042,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1173406687,"ONE OK ROCK - Ambitions -Introduction-"
Japan,1441633607,AUDIO,20201204,5,53491,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1441633607,"ONE OK ROCK - Wasted Nights"
Japan,1451577952,AUDIO,20201204,8,44820,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1451577952,"back number - Apple Pie"
Japan,1529408164,AUDIO,20201204,7,40805,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1529408164,"HIRAIDAI - Stand by me, Stand by you."
Japan,1534620183,AUDIO,20201205,"1, 5, 6",856772,NATURAL_END_OF_TRACK,ANDROID,3,0,false,1534620183,"Yuuri - Dried Flower"
Japan,1522871455,AUDIO,20201205,"5, 8",820021,NATURAL_END_OF_TRACK,ANDROID,3,0,false,1522871455,"Yuuri - かくれんぼ(Acoustic ver.)"
Japan,1522872646,AUDIO,20201205,"1, 5, 8",573278,TRACK_SKIPPED_FORWARDS,ANDROID,3,1,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,1522832465,AUDIO,20201205,"5, 9",532394,TRACK_SKIPPED_FORWARDS,ANDROID,3,1,false,1522832465,"優里 - ピーターパン"
Japan,1499962852,AUDIO,20201205,"1, 5, 8",527111,TRACK_SKIPPED_FORWARDS,ANDROID,2,1,false,1499962852,"Yuuri - かごめ"
Japan,1069342896,AUDIO,20201205,13,468480,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1069342896,"Little Glee Monster - ファイト!"
Japan,1169954183,AUDIO,20201205,13,339613,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1169954183,"Little Glee Monster - あとひとつ"
Japan,1447211574,AUDIO,20201205,13,294907,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1447211574,"Little Glee Monster - ハピネス"
Japan,1326755696,AUDIO,20201205,13,279372,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1326755696,"Little Glee Monster - Jupiter"
Japan,1489118273,AUDIO,20201205,5,271093,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1489118273,"Yuuri - かくれんぼ"
Japan,966140744,AUDIO,20201205,13,241173,NATURAL_END_OF_TRACK,ANDROID,1,0,false,966140744,"Little Glee Monster - 青春フォトグラフ"
Japan,929399042,AUDIO,20201205,13,213267,NATURAL_END_OF_TRACK,ANDROID,1,0,false,929399042,"Little Glee Monster - 放課後ハイファイブ"
Japan,1069339852,AUDIO,20201205,13,194987,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1069339852,"Little Glee Monster - NO! NO!! NO!!!"
Japan,1432309979,AUDIO,20201205,0,180534,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1432309979,"THE ZOOT16 & 渡辺俊美 - Lookin' 4"
Japan,1534620183,AUDIO,20201206,"0, 7",571174,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1534620183,"Yuuri - Dried Flower"
Japan,1522871455,AUDIO,20201206,"0, 8",546266,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1522871455,"Yuuri - かくれんぼ(Acoustic ver.)"
Japan,1499962852,AUDIO,20201206,"0, 8",543706,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1499962852,"Yuuri - かごめ"
Japan,1489118273,AUDIO,20201206,"0, 6, 8",542186,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1489118273,"Yuuri - かくれんぼ"
Japan,1522872646,AUDIO,20201206,"0, 7",532826,NATURAL_END_OF_TRACK,ANDROID,2,0,false,1522872646,"Yuuri - かごめ(Acoustic ver.)"
Japan,526671137,AUDIO,20201206,10,324909,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,526671137,"ONE OK ROCK - Pierce"
Japan,1451567751,AUDIO,20201206,11,314000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",ANDROID,1,1,false,1451567751,"back number - Happy End"
Japan,1445116946,AUDIO,20201206,7,306053,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1445116946,"TEE - Baby I Love You"
Japan,1522832465,AUDIO,20201206,"3, 8",292276,NATURAL_END_OF_TRACK,ANDROID,2,1,false,1522832465,"優里 - ピーターパン"
Japan,1173406707,AUDIO,20201206,"3, 7",220176,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,1173406707,"ONE OK ROCK - I was King"
Japan,1173406718,AUDIO,20201206,"3, 7",219285,TRACK_SKIPPED_FORWARDS,ANDROID,1,3,false,1173406718,"ONE OK ROCK - Take what you want (feat. 5 Seconds of Summer)"
Japan,985976839,AUDIO,20201206,7,215120,NATURAL_END_OF_TRACK,ANDROID,1,0,false,985976839,"HIRAIDAI - Slow & Easy"
Japan,1173406699,AUDIO,20201206,"3, 7",203456,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1173406699,"ONE OK ROCK - Bedroom Warfare"
Japan,187931556,AUDIO,20201206,7,201266,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,187931556,"Kohmi Hirose - Romance No Kamisama"
Japan,1513498831,AUDIO,20201206,10,193372,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1513498831,"りりあ。 - 浮気されたけどまだ好きって曲。"
Japan,1518521794,AUDIO,20201206,7,185667,NATURAL_END_OF_TRACK,ANDROID,1,1,false,1518521794,"RADWIMPS - Grand Escape (feat. Toko Miura) [Movie Edit]"
Japan,1441633609,AUDIO,20201206,7,176947,NATURAL_END_OF_TRACK,ANDROID,1,0,false,1441633609,"ONE OK ROCK - Change"
Japan,1326755697,AUDIO,20201206,7,142415,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1326755697,"Little Glee Monster - いつかこの涙が"
Japan,933583587,AUDIO,20201206,10,139657,NATURAL_END_OF_TRACK,ANDROID,1,0,false,933583587,"Aretha Franklin - Think"
Japan,273169347,AUDIO,20201206,7,121026,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,273169347,"MONGOL800 - 小さな恋のうた"
Japan,1457278169,AUDIO,20201206,11,119527,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1457278169,"上白石萌音×内澤崇仁(androp) - Happy End"
Japan,1173406716,AUDIO,20201206,3,119496,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1173406716,"ONE OK ROCK - Bon Voyage"
Japan,1360524257,AUDIO,20201206,7,102753,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1360524257,"Mrs. GREEN APPLE - WanteD! WanteD!"
Japan,1447923405,AUDIO,20201206,6,93300,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1447923405,"sumika - Lovers"
Japan,1173406694,AUDIO,20201206,"3, 7",86557,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,1173406694,"ONE OK ROCK - We are"
Japan,1173406693,AUDIO,20201206,"6, 7",81445,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1173406693,"ONE OK ROCK - Taking Off"
Japan,1173406690,AUDIO,20201206,"3, 7",73380,TRACK_SKIPPED_FORWARDS,ANDROID,1,3,false,1173406690,"ONE OK ROCK - Bombs away"
Japan,1440745441,AUDIO,20201206,6,47014,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,1440745441,"Mrs. GREEN APPLE - Start"
Japan,525691941,AUDIO,20201206,7,44257,TRACK_SKIPPED_FORWARDS,ANDROID,1,1,false,525691941,"ONE OK ROCK - Koi No Aibou Kokoro No Cupido"
Japan,1248216996,AUDIO,20201206,7,40070,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,1248216996,"SEKAI NO OWARI - Rain"
Japan,1173406687,AUDIO,20201206,"3, 7",37823,TRACK_SKIPPED_FORWARDS,ANDROID,1,2,false,1173406687,"ONE OK ROCK - Ambitions -Introduction-"
Japan,1260887659,AUDIO,20201206,7,36583,PLAYBACK_MANUALLY_PAUSED,ANDROID,1,0,false,1260887659,"Sayuri Ishikawa - 津軽海峡・冬景色"
Japan,924306157,AUDIO,20201206,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,924306157,"西野 カナ - 好き"
Japan,525998028,AUDIO,20201206,6,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,525998028,"ONE OK ROCK - Borderline"
Japan,1414216695,AUDIO,20201206,11,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,2,false,1414216695,"MISIA - アイノカタチ feat.HIDE"
Japan,1511080185,AUDIO,20201206,6,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1511080185,"RADWIMPS - September San"
Japan,1408505419,AUDIO,20201206,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1408505419,"Mrs. GREEN APPLE - Tenbyouno Uta (feat. Sonoko Inoue)"
Japan,1511078662,AUDIO,20201206,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1511078662,"RADWIMPS - Manifesto"
Japan,1047660853,AUDIO,20201206,6,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1047660853,"米米CLUB - 君がいるだけで"
Japan,525691944,AUDIO,20201206,6,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,525691944,"ONE OK ROCK - 20 Years Old"
Japan,1069339147,AUDIO,20201206,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1069339147,"Little Glee Monster - 小さな恋が、終わった"
Japan,972569249,AUDIO,20201206,11,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,972569249,"Ai Otsuka - プラネタリウム"
Japan,1173406704,AUDIO,20201206,6,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,1173406704,"ONE OK ROCK - Lost in Tonight"
Japan,526022839,AUDIO,20201206,7,0,TRACK_SKIPPED_FORWARDS,ANDROID,0,1,false,526022839,"ONE OK ROCK - Nobody's Home"
