Country,Track Identifier,Media type,Date Played,Hours,Play Duration Milliseconds,End Reason Type,Source Type,Play Count,Skip Count,Ignore For Recommendations,Track Reference,Track Description,Date Played_parsed
Japan,1374994314,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374994314.0,Mr.Children - Innocent World,2026-01-07
Japan,1511079533,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1511079533.0,RADWIMPS - Futarigoto,2026-01-07
Japan,258347756,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,258347756.0,吉幾三 - 俺ら東京さ行ぐだ,2026-01-07
Japan,1808340387,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1808340387.0,FRUITS ZIPPER - マナカマナカマナ,2026-01-07
Japan,1460840853,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1460840853.0,Shawn Mendes - If I Can't Have You,2026-01-07
Japan,1646916139,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1646916139.0,Sakura Fujiwara - Yume no Naka (Acoustic 2022),2026-01-07
Japan,1375007478,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375007478.0,Mr.Children - Tabidachinouta,2026-01-07
Japan,932032944,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,932032944.0,Labrinth - Jealous,2026-01-07
Japan,1838917466,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917466.0,ONE OK ROCK - Introduction -Where idiot should go-,2026-01-07
Japan,1076884534,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1076884534.0,藤原さくら - How do I look?,2026-01-07
Japan,1497106868,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1497106868.0,ARASHI - Love so sweet,2026-01-07
Japan,1519396971,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1519396971.0,FAKY - half-moon (feat. Novel Core),2026-01-07
Japan,1594108713,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1594108713.0,Mosawo - カラメル,2026-01-07
Japan,1811935159,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1811935159.0,SixTONES - オンガク,2026-01-07
Japan,1436920120,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1436920120.0,James Monroe Iglehart & The Original Broadway Cast of Aladdin - Arabian Nights,2026-01-07
Japan,1375007485,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1375007485.0,Mr.Children - Gift,2026-01-07
Japan,1801103228,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1801103228.0,FRUITS ZIPPER - KawaiiってMagic,2026-01-07
Japan,1374996528,AUDIO,20260107,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374996528.0,Mr.Children - Karakazenokaerimichi,2026-01-07
Japan,1838917139,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917139.0,ONE OK ROCK - Wherever you are,2026-01-07
Japan,1440666483,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1440666483.0,LMFAO - Party Rock Anthem (feat. Lauren Bennett & GoonRock),2026-01-07
Japan,1549062700,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1549062700.0,"Patina Miller, Claire Greenaway, Julia Sutton, Katie Rowley Jones & Original London Cast of Sister Act - Raise Your Voice",2026-01-07
Japan,1374928850,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374928850.0,Mr.Children - Kutsuhimo,2026-01-07
Japan,1845298778,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1845298778.0,Mr.Children - REM (Remastering 2022),2026-01-07
Japan,292770243,AUDIO,20260107,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,292770243.0,Shinya Kiyozuka - ドビュッシー: 月の光,2026-01-07
Japan,1374928853,AUDIO,20260108,"1, 7, 10, 12, 21",3647459,NATURAL_END_OF_TRACK,IPHONE,10,1,False,1374928853.0,Mr.Children - Sign,2026-01-08
Japan,1822249989,AUDIO,20260108,"14, 20",464262,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,4,2,False,1822249989.0,TENBLANK - Crystalline Echo,2026-01-08
Japan,1822249999,AUDIO,20260108,20,458593,NATURAL_END_OF_TRACK,IPHONE,2,1,False,1822249999.0,TENBLANK - Glass Heart,2026-01-08
Japan,1264566029,AUDIO,20260108,"1, 21",421653,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,False,1264566029.0,Gen Hoshino - Family Song,2026-01-08
Japan,1451567963,AUDIO,20260108,21,295262,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1451567963.0,back number - Takaneno Hanakosan,2026-01-08
Japan,158712053,AUDIO,20260108,1,255936,NATURAL_END_OF_TRACK,IPHONE,1,0,False,158712053.0,Michael Bolton - How Am I Supposed to Live Without You,2026-01-08
Japan,1822249998,AUDIO,20260108,"14, 20",248639,NATURAL_END_OF_TRACK,IPHONE,1,1,False,1822249998.0,TENBLANK - Forever Eve,2026-01-08
Japan,1823132191,AUDIO,20260108,21,237461,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1823132191.0,SixTONES - Stargaze,2026-01-08
Japan,1839428826,AUDIO,20260108,1,227634,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1839428826.0,ONE OK ROCK - Cry out,2026-01-08
Japan,1839482509,AUDIO,20260108,1,206300,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1839482509.0,ONE OK ROCK - Head High,2026-01-08
Japan,1720685283,AUDIO,20260108,21,200584,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,False,1720685283.0,SUPER EIGHT - 友よ,2026-01-08
Japan,1740331293,AUDIO,20260108,21,168850,PLAYBACK_SUSPENDED,IPHONE,1,0,False,1740331293.0,Sheena Ringo - as a human,2026-01-08
Japan,1839433624,AUDIO,20260108,1,126535,PLAYBACK_SUSPENDED,IPHONE,1,0,False,1839433624.0,ONE OK ROCK - 20/20,2026-01-08
Japan,1445123113,AUDIO,20260108,21,119716,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1445123113.0,Fujifabric - Wakamono No Subete,2026-01-08
Japan,1838917772,AUDIO,20260108,1,108987,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1838917772.0,ONE OK ROCK - My sweet baby,2026-01-08
Japan,1811949264,AUDIO,20260108,4,73152,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1811949264.0,SixTONES - JAPONICA STYLE,2026-01-08
Japan,1527296970,AUDIO,20260108,1,69336,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1527296970.0,Masaki Suda & Tomoya Nakamura - Thank You Kamisama,2026-01-08
Japan,1631260958,AUDIO,20260108,14,30022,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1631260958.0,ONE OK ROCK - Free Them (feat. Teddy Swims),2026-01-08
Japan,468971481,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,468971481.0,Zagreb Philharmonic Orchestra & Richard Edlinger - 交響曲第5番「運命」 - 第1楽章,2026-01-08
Japan,1710779605,AUDIO,20260108,21,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1710779605.0,Airi Suzuki - 最強の推し!,2026-01-08
Japan,1521398276,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1521398276.0,Macaroni Empitsu - Tokenai,2026-01-08
Japan,1822249991,AUDIO,20260108,20,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1822249991.0,TENBLANK - Unbroken,2026-01-08
Japan,1751218205,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1751218205.0,Harumi Fuuki - Sheet Music from Above,2026-01-08
Japan,1375007474,AUDIO,20260108,1,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1375007474.0,Mr.Children - Hanabi,2026-01-08
Japan,1039798013,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1039798013.0,David Bowie - Life On Mars?,2026-01-08
Japan,1610202170,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1610202170.0,ONE OK ROCK - Wonder (Apple Music Home Session),2026-01-08
Japan,1491413356,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1491413356.0,JAWNY - Honeypie,2026-01-08
Japan,1717756905,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1717756905.0,Travis Japan - Seasons of Gold,2026-01-08
Japan,1774658696,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1774658696.0,Travis Japan - Staying with you,2026-01-08
Japan,1339013619,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1339013619.0,Mark Seibert & Jon Geoffrey Goldsworthy - Wien Wird Mich Um Ihn Beneiden (Live),2026-01-08
Japan,1838917130,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917130.0,ONE OK ROCK - Never Let This Go,2026-01-08
Japan,1774658628,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1774658628.0,Travis Japan - Rush,2026-01-08
Japan,1838917749,AUDIO,20260108,1,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1838917749.0,ONE OK ROCK - Kemuri,2026-01-08
Japan,1631260684,AUDIO,20260108,21,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1631260684.0,ONE OK ROCK - Let Me Let You Go,2026-01-08
Japan,403683285,AUDIO,20260108,21,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,403683285.0,THE RiCECOOKERS - 波のゆくさき,2026-01-08
Japan,1811949264,AUDIO,20260109,5,82708,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1811949264.0,SixTONES - JAPONICA STYLE,2026-01-09
Japan,1374928853,AUDIO,20260111,17,652988,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1374928853.0,Mr.Children - Sign,2026-01-11
Japan,1375049974,AUDIO,20260111,18,324618,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1375049974.0,Mr.Children - Anmarioboetenaiya,2026-01-11
Japan,464321064,AUDIO,20260111,18,284225,NATURAL_END_OF_TRACK,IPHONE,1,0,False,464321064.0,Jennifer Hudson - And I Am Telling You I'm Not Going (Highlights Version),2026-01-11
Japan,1804686358,AUDIO,20260111,18,250638,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1804686358.0,CUTIE STREET - かわいいだけじゃだめですか?,2026-01-11
Japan,1417013554,AUDIO,20260111,18,220611,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1417013554.0,Nissy - トリコ,2026-01-11
Japan,1822249999,AUDIO,20260111,18,190995,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1822249999.0,TENBLANK - Glass Heart,2026-01-11
Japan,1822249998,AUDIO,20260111,17,186661,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1822249998.0,TENBLANK - Forever Eve,2026-01-11
Japan,1751409888,AUDIO,20260111,18,128109,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1751409888.0,=LOVE - 絶対アイドル辞めないで,2026-01-11
Japan,1814219761,AUDIO,20260111,18,117507,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1814219761.0,King & Prince - What We Got,2026-01-11
Japan,1796301111,AUDIO,20260111,18,91736,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,False,1796301111.0,King & Prince - HEART,2026-01-11
Japan,1839433963,AUDIO,20260111,18,78067,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1839433963.0,ONE OK ROCK - Lost in Tonight,2026-01-11
Japan,1822249989,AUDIO,20260111,17,72205,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1822249989.0,TENBLANK - Crystalline Echo,2026-01-11
Japan,1643882793,AUDIO,20260111,18,46936,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1643882793.0,ONE OK ROCK - Free Them (feat. Teddy Swims),2026-01-11
Japan,1452336738,AUDIO,20260111,18,38227,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1452336738.0,"Shinya Kiyozuka - Baby, God Bless You",2026-01-11
Japan,1811949260,AUDIO,20260111,18,37929,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1811949260.0,SixTONES - Everlasting,2026-01-11
Japan,279837356,AUDIO,20260111,18,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,279837356.0,Yoshio Inoue - Gold Von Den Sternen -From Mozart!-,2026-01-11
Japan,1499962852,AUDIO,20260111,18,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1499962852.0,Yuuri - かごめ,2026-01-11
Japan,1375049972,AUDIO,20260111,18,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1375049972.0,Mr.Children - Shirushi,2026-01-11
Japan,258347756,AUDIO,20260111,18,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,258347756.0,吉幾三 - 俺ら東京さ行ぐだ,2026-01-11
Japan,1598310394,AUDIO,20260111,18,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1598310394.0,Macaroni Empitsu - ハッピーエンドへの期待は,2026-01-11
Japan,1811949264,AUDIO,20260112,4,574352,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1811949264.0,SixTONES - JAPONICA STYLE,2026-01-12
Japan,1648865575,AUDIO,20260112,10,344613,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1648865575.0,Mrs. GREEN APPLE - Soranji,2026-01-12
Japan,1445123113,AUDIO,20260112,12,306151,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1445123113.0,Fujifabric - Wakamono No Subete,2026-01-12
Japan,1375027166,AUDIO,20260112,10,295326,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1375027166.0,Mr.Children - Not Found,2026-01-12
Japan,1497130470,AUDIO,20260112,12,285603,NATURAL_END_OF_TRACK,IPHONE,1,1,False,1497130470.0,ARASHI - マイガール,2026-01-12
Japan,1599543727,AUDIO,20260112,12,271838,NATURAL_END_OF_TRACK,IPHONE,1,1,False,1599543727.0,Yuuri - かくれんぼ,2026-01-12
Japan,1863356986,AUDIO,20260112,"8, 21",235111,PLAYBACK_MANUALLY_PAUSED,IPHONE,2,0,False,1863356986.0,Kento Nakajima - XTC,2026-01-12
Japan,1640008787,AUDIO,20260112,10,209842,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,False,1640008787.0,Yuuri - おにごっこ,2026-01-12
Japan,1816680938,AUDIO,20260112,10,193281,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1816680938.0,SWEET STEADY - YAKIMOCHI,2026-01-12
Japan,1375049972,AUDIO,20260112,10,182662,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1375049972.0,Mr.Children - Shirushi,2026-01-12
Japan,1599542716,AUDIO,20260112,12,158172,TRACK_SKIPPED_FORWARDS,IPHONE,1,2,False,1599542716.0,Yuuri - Dried Flower,2026-01-12
Japan,1531047059,AUDIO,20260112,10,154372,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1531047059.0,Yabai T-Shirts Yasan - Genkimorimori! Mollyfantasy,2026-01-12
Japan,1491450589,AUDIO,20260112,12,151814,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,1,False,1491450589.0,ACE COLLECTION - 約束のしおり,2026-01-12
Japan,1540215947,AUDIO,20260112,10,146419,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1540215947.0,Ueno Daiki - て,2026-01-12
Japan,668520684,AUDIO,20260112,8,112383,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,668520684.0,木村弓 - いつも何度でも,2026-01-12
Japan,1534588175,AUDIO,20260112,10,64085,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1534588175.0,Toshinobu Kubota - La La La Love Song (with NAOMI CAMPBELL),2026-01-12
Japan,279837356,AUDIO,20260112,8,37214,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,279837356.0,Yoshio Inoue - Gold Von Den Sternen -From Mozart!-,2026-01-12
Japan,1538275196,AUDIO,20260112,10,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1538275196.0,Shota Shimizu - 君が暮らす街,2026-01-12
Japan,1838917771,AUDIO,20260112,10,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917771.0,ONE OK ROCK - CONVINCING,2026-01-12
Japan,468971318,AUDIO,20260112,10,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,468971318.0,Péter Nagy - ベルガマスク組曲 - 月の光,2026-01-12
Japan,1572961420,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1572961420.0,Yuuri - シャッター,2026-01-12
Japan,569922543,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,569922543.0,西野 カナ - 会いたくて 会いたくて,2026-01-12
Japan,1497121977,AUDIO,20260112,8,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1497121977.0,ARASHI - GUTS!,2026-01-12
Japan,1538114969,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1538114969.0,King Gnu - Don't Stop the Clocks,2026-01-12
Japan,1432309979,AUDIO,20260112,10,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1432309979.0,THE ZOOT16 & 渡辺俊美 - Lookin' 4,2026-01-12
Japan,977092716,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,977092716.0,京本政樹 - Hatsuyuki,2026-01-12
Japan,1579439168,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1579439168.0,back number - Suiheisen,2026-01-12
Japan,1553388418,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1553388418.0,Motoki Ohmori - French,2026-01-12
Japan,1538275183,AUDIO,20260112,12,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1538275183.0,Shota Shimizu - 君さえいれば (feat. Kazumasa Oda),2026-01-12
Japan,1628061838,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1628061838.0,二宮和也 - 想うた ～愛する人を想う～,2026-01-12
Japan,1538120472,AUDIO,20260112,10,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1538120472.0,Ken Hirai - ノンフィクション,2026-01-12
Japan,1838917139,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1838917139.0,ONE OK ROCK - Wherever you are,2026-01-12
Japan,1538275195,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1538275195.0,Shota Shimizu - 366日 (feat. Izumi Nakasone),2026-01-12
Japan,1857511332,AUDIO,20260112,10,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1857511332.0,Remioromen - Konayuki,2026-01-12
Japan,1436920321,AUDIO,20260112,8,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1436920321.0,"Brian Gonzales, Jonathan Schwartz, Brandon O'Neill, James Monroe Iglehart & The Original Broadway Cast of Aladdin - Prince Ali",2026-01-12
Japan,1498874143,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,False,1498874143.0,ACE COLLECTION - Nanajuuoku Ni Tadahitotsu No Kiseki,2026-01-12
Japan,1672894960,AUDIO,20260112,12,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1672894960.0,木村弓 - いのちの名前 (テーマ),2026-01-12
Japan,1485849202,AUDIO,20260112,10,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1485849202.0,ARASHI - 果てない空,2026-01-12
Japan,1497130470,AUDIO,20260113,9,3600000,SCRUB_BEGIN,IPHONE,1,0,False,1497130470.0,ARASHI - マイガール,2026-01-13
Japan,721434206,AUDIO,20260113,11,362120,NATURAL_END_OF_TRACK,IPHONE,1,0,False,721434206.0,平井 堅 - いとしき日々よ,2026-01-13
Japan,1445145789,AUDIO,20260113,11,321997,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1445145789.0,Mrs. GREEN APPLE - Bokuno Koto,2026-01-13
Japan,1408505419,AUDIO,20260113,11,307005,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1408505419.0,Mrs. GREEN APPLE - Tenbyouno Uta (feat. Sonoko Inoue),2026-01-13
Japan,1374928853,AUDIO,20260113,22,305979,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1374928853.0,Mr.Children - Sign,2026-01-13
Japan,1530842425,AUDIO,20260113,9,296855,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1530842425.0,Yuuri - Kakurenbo - From THE FIRST TAKE,2026-01-13
Japan,1593158030,AUDIO,20260113,11,265791,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1593158030.0,MISIA - アイノカタチ (So Special Ver.),2026-01-13
Japan,1511079533,AUDIO,20260113,11,255579,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1511079533.0,RADWIMPS - Futarigoto,2026-01-13
Japan,1554086499,AUDIO,20260113,9,246349,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1554086499.0,Lilas Ikuta - Answer,2026-01-13
Japan,853560905,AUDIO,20260113,11,244098,PLAYBACK_SUSPENDED,IPHONE,1,0,False,853560905.0,Rihwa - Haru Kaze,2026-01-13
Japan,1811949264,AUDIO,20260113,5,162639,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1811949264.0,SixTONES - JAPONICA STYLE,2026-01-13
Japan,1822249998,AUDIO,20260113,17,139135,PLAYBACK_SUSPENDED,IPHONE,1,0,False,1822249998.0,TENBLANK - Forever Eve,2026-01-13
Japan,1485848038,AUDIO,20260113,9,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1485848038.0,ARASHI - 明日の記憶,2026-01-13
Japan,1374928850,AUDIO,20260113,9,0,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,0,1,False,1374928850.0,Mr.Children - Kutsuhimo,2026-01-13
Japan,1538114969,AUDIO,20260113,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1538114969.0,King Gnu - Don't Stop the Clocks,2026-01-13
Japan,1631261793,AUDIO,20260113,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1631261793.0,Yuuri - タイムマシン,2026-01-13
Japan,1599543209,AUDIO,20260113,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1599543209.0,Yuuri - 背中,2026-01-13
Japan,1538275184,AUDIO,20260113,9,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1538275184.0,Shota Shimizu - さよならはいつも側に,2026-01-13
Japan,1857511332,AUDIO,20260113,11,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1857511332.0,Remioromen - Konayuki,2026-01-13
Japan,1375049974,AUDIO,20260114,18,597756,TRACK_SKIPPED_FORWARDS,IPHONE,2,2,False,1375049974.0,Mr.Children - Anmarioboetenaiya,2026-01-14
Japan,1436663566,AUDIO,20260114,13,464982,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1436663566.0,Shiki Theatre Company - Friend Like Me (Shiki Theatre Company),2026-01-14
Japan,1505498777,AUDIO,20260114,13,320976,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1505498777.0,Fujii Kaze - Nan-Nan,2026-01-14
Japan,1555177261,AUDIO,20260114,13,277884,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1555177261.0,Fujii Kaze - Tabiji,2026-01-14
Japan,1668709815,AUDIO,20260114,13,224345,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1668709815.0,Yuuri - 恋人じゃなくなった日,2026-01-14
Japan,1645444885,AUDIO,20260114,13,206553,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,False,1645444885.0,Fujii Kaze - damn,2026-01-14
Japan,1578260170,AUDIO,20260114,13,201856,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1578260170.0,OFFICIAL HIGE DANDISM - Bedroom Talk,2026-01-14
Japan,1440618188,AUDIO,20260114,13,127547,NATURAL_END_OF_TRACK,IPHONE,1,0,False,1440618188.0,Kristen Bell & Santino Fontana - Love Is an Open Door,2026-01-14
Japan,1706829372,AUDIO,20260114,13,107462,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,False,1706829372.0,Vaundy - 花占い,2026-01-14
Japan,1564752145,AUDIO,20260114,13,83009,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1564752145.0,Fujii Kaze - Kirari,2026-01-14
Japan,1845300168,AUDIO,20260114,18,79400,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1845300168.0,Mr.Children - Brand New Planet (Remastering 2022),2026-01-14
Japan,1374952544,AUDIO,20260114,18,74259,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,False,1374952544.0,Mr.Children - REM,2026-01-14
Japan,1501660843,AUDIO,20260114,13,66164,MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM,IPHONE,1,1,False,1501660843.0,Tsuyoshi Nagabuchi - RUN,2026-01-14
Japan,1811935798,AUDIO,20260114,13,50877,PLAYBACK_SUSPENDED,IPHONE,1,0,False,1811935798.0,SixTONES - Outrageous,2026-01-14
Japan,1511078226,AUDIO,20260114,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1511078226.0,RADWIMPS - Oshakashama,2026-01-14
Japan,1374996526,AUDIO,20260114,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,False,1374996526.0,Mr.Children - Pink Kimyounayume,2026-01-14
